User,Time,Loss,Collateral,Stablecoin,Debt,N,Health,NewDebt,N1,N2
0xC72AED14386158960D0E93Fecb83642e68482E4b,17432225,0.0,500000000000000000000,0,500066256264753747000000,10,0.033875732001536075,500066256264753747000000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17437633,0.0,500000000000000000000,0,500143250931047972500000,10,0.033875732001536075,500143250931047972500000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17443041,0.0,500000000000000000000,0,500219908906329517000000,10,0.033875732001536075,500219908906329517000000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17448450,0.0,500000000000000000000,0,500293730966435397500000,10,0.033875732001536075,500293730966435397500000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17453858,0.0,500000000000000000000,0,500344481490747555000000,10,0.033875732001536075,500344481490747555000000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17459266,0.0,500000000000000000000,0,500384982935441651500000,10,0.033875732001536075,500384982935441651500000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17464675,0.0,500000000000000000000,0,500423200766484492000000,10,0.033875732001536075,500423200766484492000000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17470083,0.0,500000000000000000000,0,500461659182735059500000,10,0.033875732001536075,500461659182735059500000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17475491,0.0,500000000000000000000,0,500500980486539961000000,10,0.033875732001536075,500500980486539961000000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17480900,0.0,500000000000000000000,0,500541167040347597500000,10,0.033875732001536075,500541167040347597500000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17486308,0.0,500000000000000000000,0,500585898928230851500000,10,0.033875732001536075,500585898928230851500000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17491716,0.0,500000000000000000000,0,500638931529448238000000,10,0.033875732001536075,500638931529448238000000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17497125,0.0,500000000000000000000,0,500663914634514025500000,10,0.033875732001536075,500663914634514025500000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17502533,0.0,500000000000000000000,0,500681613334020107000000,10,0.033875732001536075,500681613334020107000000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17507941,0.0,500000000000000000000,0,500689126555251504500000,10,0.033875732001536075,500689126555251504500000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17513350,0.0,500000000000000000000,0,500694640115829187500000,10,0.033875732001536075,500694640115829187500000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17518758,0.0,500000000000000000000,0,500698687349068264000000,10,0.033875732001536075,500698687349068264000000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17524167,0.0,500000000000000000000,0,500703040817065385000000,10,0.033875732001536075,500703040817065385000000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17529575,0.0,500000000000000000000,0,500709738947162101500000,10,0.033875732001536075,500709738947162101500000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17534983,0.0,500000000000000000000,0,500728681352144425000000,10,0.033875732001536075,500728681352144425000000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17540392,0.0,500000000000000000000,0,500760363893008548000000,10,0.033875732001536075,500760363893008548000000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17545800,0.0,500000000000000000000,0,500793835572378213000000,10,0.033875732001536075,500793835572378213000000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17551208,0.0,500000000000000000000,0,500827944400417065000000,10,0.033875732001536075,500827944400417065000000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17556617,0.0,500000000000000000000,0,500882128498080281500000,10,0.033875732001536075,500882128498080281500000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17562025,0.0,500000000000000000000,0,500944103834240717500000,10,0.033875732001536075,500944103834240717500000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17567433,0.0,500000000000000000000,0,501006920459135668000000,10,0.033875732001536075,501006920459135668000000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17572842,0.0,500000000000000000000,0,501069626072438077500000,10,0.033875732001536075,501069626072438077500000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17578250,0.0,500000000000000000000,0,501131172417211379500000,10,0.033875732001536075,501131172417211379500000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17583658,0.0,500000000000000000000,0,501190658894386886500000,10,0.033875732001536075,501190658894386886500000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17589067,0.0,500000000000000000000,0,501225237476961059500000,10,0.033875732001536075,501225237476961059500000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17594475,0.0,500000000000000000000,0,501239669262187312000000,10,0.033875732001536075,501239669262187312000000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17599883,0.0,500000000000000000000,0,501249930606147155000000,10,0.033875732001536075,501249930606147155000000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17605292,0.0,500000000000000000000,0,501262543730219042500000,10,0.033875732001536075,501262543730219042500000,49,58
0xC72AED14386158960D0E93Fecb83642e68482E4b,17610700,0.0,500000000000000000000,0,501281732306318608000000,10,0.033875732001536075,501281732306318608000000,49,58
